District_Name,UnitName,FIR_YEAR,FIR_MONTH,FIR_Day,FIR Type,FIR_Stage,Complaint_Mode,CrimeGroup_Name,CrimeHead_Name,Latitude,Longitude,ActSection,IOName,Place of Offence,Male,Female,Boy,Girl,VICTIM COUNT,Accused Count,Arrested Count	No.,Accused_ChargeSheeted Count,Conviction Count
Bengaluru Urban,Bengaluru Urban Central PS,2022,1,25,Non Heinous,Traced,Oral,CYBER CRIME,UPI Fraud,12.770383,76.500449,IPC Section 409,N.S.KUMAR (PSI),"Near Main Market / Junction, Bengaluru Urban",2,1,0,1,3,2,1,2,0
Chitradurga,Chitradurga Cyber Crime PS,2022,11,12,Non Heinous,Convicted,Written,NARCOTICS,Drug Peddling,15.901751,77.44946,IPC Section 489,K.V.RAMESH (PI),"Near Main Market / Junction, Chitradurga",1,2,0,0,3,1,0,1,1
Belagavi City,Belagavi City Rural PS,2025,4,28,Heinous,Transfered,Online,KIDNAPPING,Kidnapping for Ransom,15.272275,76.994762,IPC Section 431,A.K.NAIK (PI),"Near Main Market / Junction, Belagavi City",2,0,0,0,2,3,3,0,0
Gadag,Gadag Rural PS,2023,3,26,Non Heinous,Pending Trial,Typed,THEFT,Pickpocketing,14.843006,74.571622,IPC Section 417,N.S.KUMAR (PSI),"Near Main Market / Junction, Gadag",2,1,0,1,3,2,0,2,0
Dharwad,Dharwad Rural PS,2023,6,3,Heinous,Pending Trial,Online,MURDER,Attempt to Murder,12.498743,74.966219,IPC Section 367,G.H.KUPPI (PSI),"Near Main Market / Junction, Dharwad",0,2,0,0,2,2,2,1,0
Bengaluru Dist,Bengaluru Dist Cyber Crime PS,2021,10,9,Non Heinous,Convicted,Online,NARCOTICS,NDPS Possession,17.616899,74.991234,IPC Section 414,A.K.NAIK (PI),"Near Main Market / Junction, Bengaluru Dist",1,0,0,0,1,4,1,1,4
Udupi,Udupi Cyber Crime PS,2024,8,11,Non Heinous,Dis/Acq,Written,THEFT,Bicycle Theft,17.58416,74.740631,IPC Section 486,G.H.KUPPI (PSI),"Near Main Market / Junction, Udupi",3,0,0,0,3,4,4,0,0
Haveri,Haveri Rural PS,2024,1,7,Non Heinous,Convicted,Oral,CYBER CRIME,Cyber Fraud,12.433793,76.313197,IPC Section 317,R S BIRADAR (PI),"Near Main Market / Junction, Haveri",1,0,0,0,1,2,2,2,2
Tumakuru,Tumakuru Cyber Crime PS,2022,12,18,Heinous,Convicted,Typed,POCSO,POCSO Assault,13.088801,74.75524,IPC Section 302,R S BIRADAR (PI),"Near Main Market / Junction, Tumakuru",1,0,0,0,1,1,0,1,1
Vijayanagara,Vijayanagara Rural PS,2023,3,9,Heinous,Convicted,Written,POCSO,POCSO Assault,16.164589,74.890011,IPC Section 480,M.S.PATIL (PSI),"Near Main Market / Junction, Vijayanagara",0,1,1,0,1,1,1,0,1
Yadgir,Yadgir Traffic PS,2023,2,11,Non Heinous,Dis/Acq,Written,THEFT,Theft from House,13.863354,78.144467,IPC Section 381,N.S.KUMAR (PSI),"Near Main Market / Junction, Yadgir",0,3,0,0,3,2,1,2,0
Koppal,Koppal Central PS,2024,4,17,Non Heinous,Traced,Typed,NARCOTICS,Drug Peddling,11.850813,76.916012,IPC Section 391,G.H.KUPPI (PSI),"Near Main Market / Junction, Koppal",2,1,0,0,3,4,3,4,0
Hubballi Dharwad City,Hubballi Dharwad City Cyber Crime PS,2022,8,14,Non Heinous,Convicted,Online,FRAUD,Cheating,16.065864,77.107417,IPC Section 499,N.S.KUMAR (PSI),"Near Main Market / Junction, Hubballi Dharwad City",0,3,0,0,3,1,0,1,1
Mandya,Mandya Town PS,2022,1,10,Non Heinous,Convicted,Oral,NARCOTICS,NDPS Possession,14.565973,77.230662,IPC Section 323,N.S.KUMAR (PSI),"Near Main Market / Junction, Mandya",1,2,0,0,3,3,1,0,3
Mandya,Mandya Cyber Crime PS,2021,9,21,Heinous,Dis/Acq,Oral,MURDER,Murder for Gain,11.911539,77.137508,IPC Section 375,S.B.DEVAR (PSI),"Near Main Market / Junction, Mandya",1,1,0,0,2,3,1,2,0
Bengaluru Rural,Bengaluru Rural Town PS,2024,9,27,Heinous,Pending Trial,Typed,KIDNAPPING,Kidnapping of Children,15.673953,74.851865,IPC Section 391,M.S.PATIL (PSI),"Near Main Market / Junction, Bengaluru Rural",0,1,0,0,1,4,1,1,0
Hubballi Dharwad City,Hubballi Dharwad City Central PS,2023,3,24,Non Heinous,UI,Typed,CYBER CRIME,Social Media Harassment,13.115319,76.89262,IPC Section 473,S.B.DEVAR (PSI),"Near Main Market / Junction, Hubballi Dharwad City",0,2,0,0,2,3,2,0,0
Mysuru Dist,Mysuru Dist Cyber Crime PS,2024,7,23,Non Heinous,Convicted,Oral,ASSAULT,Assault on Women,12.380767,76.48481,IPC Section 479,G.H.KUPPI (PSI),"Near Main Market / Junction, Mysuru Dist",1,0,0,0,1,3,0,3,1
Mandya,Mandya Central PS,2025,11,24,Non Heinous,Pending Trial,Typed,CYBER CRIME,Phishing Scam,13.064682,75.639406,IPC Section 339,K.V.RAMESH (PI),"Near Main Market / Junction, Mandya",1,0,0,0,1,3,1,0,0
Bengaluru City,Bengaluru City Traffic PS,2022,12,15,Non Heinous,Convicted,Written,FRAUD,Forgery,17.57457,75.196632,IPC Section 391,M.S.PATIL (PSI),"Near Main Market / Junction, Bengaluru City",1,2,1,0,3,2,2,2,1
Hassan,Hassan Rural PS,2024,3,21,Non Heinous,Convicted,Typed,NARCOTICS,NDPS Possession,12.15848,76.953795,IPC Section 367,S.B.DEVAR (PSI),"Near Main Market / Junction, Hassan",0,1,0,0,1,2,2,2,1
Bagalkot,Bagalkot Rural PS,2022,1,10,Heinous,UI,Typed,MURDER,Murder due to Enmity,14.453912,75.761491,IPC Section 400,M.S.PATIL (PSI),"Near Main Market / Junction, Bagalkot",0,2,0,0,2,2,2,2,0
Bengaluru Urban,Bengaluru Urban Central PS,2022,8,23,Heinous,Pending Trial,Online,MURDER,Dowry Murder,13.625554,74.41031,IPC Section 380,A.K.NAIK (PI),"Near Main Market / Junction, Bengaluru Urban",3,0,0,0,3,3,1,1,0
Bengaluru Urban,Bengaluru Urban Traffic PS,2024,1,15,Non Heinous,Convicted,Typed,FRAUD,Forgery,17.352118,75.935742,IPC Section 395,K.V.RAMESH (PI),"Near Main Market / Junction, Bengaluru Urban",0,1,0,0,1,1,1,0,1
Bidar,Bidar Rural PS,2021,12,9,Non Heinous,Pending Trial,Online,ASSAULT,Assault on Women,15.18667,76.705301,IPC Section 474,A.K.NAIK (PI),"Near Main Market / Junction, Bidar",0,1,0,0,1,2,1,0,0
Raichur,Raichur Traffic PS,2024,6,9,Non Heinous,Convicted,Typed,THEFT,Theft from House,16.248732,75.870391,IPC Section 422,M.S.PATIL (PSI),"Near Main Market / Junction, Raichur",1,2,1,0,3,3,3,3,2
Mysuru City,Mysuru City Central PS,2024,5,22,Heinous,Compounded,Online,KIDNAPPING,Kidnapping of Children,13.94254,78.350656,IPC Section 417,N.S.KUMAR (PSI),"Near Main Market / Junction, Mysuru City",1,2,0,0,3,2,0,2,0
Vijayanagara,Vijayanagara Central PS,2021,5,5,Non Heinous,Transfered,Typed,THEFT,Chain Snatching,13.763421,78.153709,IPC Section 484,K.V.RAMESH (PI),"Near Main Market / Junction, Vijayanagara",0,1,0,0,1,1,1,0,0
Vijayanagara,Vijayanagara Traffic PS,2023,9,8,Non Heinous,BoundOver,Oral,ASSAULT,Assault on Women,12.453829,75.498088,IPC Section 321,S.B.DEVAR (PSI),"Near Main Market / Junction, Vijayanagara",1,1,1,0,2,1,0,0,0
Chikkamagaluru,Chikkamagaluru Rural PS,2025,6,2,Non Heinous,Convicted,Typed,RIOTS,Student Riots,13.808586,77.539283,IPC Section 325,G.H.KUPPI (PSI),"Near Main Market / Junction, Chikkamagaluru",2,0,0,0,2,2,1,0,2
Hassan,Hassan Cyber Crime PS,2022,3,19,Non Heinous,Pending Trial,Typed,FRAUD,Embezzlement,13.303247,74.556762,IPC Section 331,M.S.PATIL (PSI),"Near Main Market / Junction, Hassan",1,0,0,0,1,1,1,0,0
Mysuru City,Mysuru City Rural PS,2023,6,2,Heinous,Convicted,Oral,KIDNAPPING,Kidnapping of Children,13.896085,78.041708,IPC Section 466,M.S.PATIL (PSI),"Near Main Market / Junction, Mysuru City",0,1,0,0,1,2,0,1,2
Bagalkot,Bagalkot Traffic PS,2024,6,9,Heinous,Compounded,Oral,MURDER,Dowry Murder,14.822531,78.220172,IPC Section 460,G.H.KUPPI (PSI),"Near Main Market / Junction, Bagalkot",0,2,1,0,2,2,0,1,0
K.G.F,K.G.F Central PS,2021,2,14,Non Heinous,Convicted,Written,ASSAULT,Assault on Women,16.493883,76.386429,IPC Section 434,G.H.KUPPI (PSI),"Near Main Market / Junction, K.G.F",1,1,1,1,2,4,1,4,4
Ramanagara,Ramanagara Traffic PS,2024,9,14,Heinous,Pending Trial,Online,KIDNAPPING,Kidnapping of Children,15.215682,78.476692,IPC Section 314,S.B.DEVAR (PSI),"Near Main Market / Junction, Ramanagara",3,0,0,0,3,1,0,1,0
Dharwad,Dharwad Rural PS,2024,5,4,Heinous,Convicted,Oral,MURDER,Attempt to Murder,14.719558,76.884036,IPC Section 365,A.K.NAIK (PI),"Near Main Market / Junction, Dharwad",1,0,0,1,1,4,0,0,4
Belagavi Dist,Belagavi Dist Central PS,2021,8,13,Non Heinous,Dis/Acq,Online,ASSAULT,Grievous Hurt,16.216459,76.40144,IPC Section 432,A.K.NAIK (PI),"Near Main Market / Junction, Belagavi Dist",0,1,1,0,1,3,1,1,0
Kalaburagi City,Kalaburagi City Central PS,2021,1,4,Heinous,Convicted,Online,MURDER,Murder due to Enmity,15.713326,78.066504,IPC Section 310,N.S.KUMAR (PSI),"Near Main Market / Junction, Kalaburagi City",2,0,0,0,2,4,2,2,1
Vijayapur,Vijayapur Central PS,2022,4,28,Non Heinous,UI,Typed,RIOTS,Group Clash,17.406152,77.053169,IPC Section 377,R S BIRADAR (PI),"Near Main Market / Junction, Vijayapur",1,0,0,0,1,2,0,1,0
Bengaluru City,Bengaluru City Traffic PS,2021,4,17,Heinous,Pending Trial,Online,KIDNAPPING,Kidnapping for Ransom,15.612775,76.851396,IPC Section 343,R S BIRADAR (PI),"Near Main Market / Junction, Bengaluru City",2,0,0,0,2,1,1,1,0
Bengaluru Rural,Bengaluru Rural Traffic PS,2022,3,16,Heinous,Convicted,Written,POCSO,Child Abuse,15.648886,75.757291,IPC Section 341,A.K.NAIK (PI),"Near Main Market / Junction, Bengaluru Rural",1,2,0,1,3,2,1,2,1
Raichur,Raichur Town PS,2022,5,10,Non Heinous,Dis/Acq,Online,FRAUD,Cheating,16.43288,76.538887,IPC Section 432,G.H.KUPPI (PSI),"Near Main Market / Junction, Raichur",0,3,0,0,3,4,4,1,0
Dakshina Kannada,Dakshina Kannada Central PS,2023,3,16,Non Heinous,UI,Typed,THEFT,Motor Vehicle Theft,13.643685,75.58115,IPC Section 310,K.V.RAMESH (PI),"Near Main Market / Junction, Dakshina Kannada",3,0,0,0,3,4,1,4,0
Ballari,Ballari Town PS,2024,6,26,Heinous,Convicted,Written,POCSO,Child Abuse,15.10251,76.466264,IPC Section 311,G.H.KUPPI (PSI),"Near Main Market / Junction, Ballari",1,1,1,0,2,4,4,1,2
Chitradurga,Chitradurga Town PS,2022,9,24,Heinous,BoundOver,Oral,MURDER,Murder due to Enmity,13.403931,77.226941,IPC Section 311,K.V.RAMESH (PI),"Near Main Market / Junction, Chitradurga",0,1,0,0,1,3,1,1,0
Belagavi City,Belagavi City Cyber Crime PS,2022,11,24,Non Heinous,Convicted,Online,CYBER CRIME,Identity Theft,16.661716,75.992812,IPC Section 391,K.V.RAMESH (PI),"Near Main Market / Junction, Belagavi City",0,2,0,0,2,2,1,0,2
Yadgir,Yadgir Traffic PS,2024,11,3,Non Heinous,Convicted,Oral,FRAUD,Embezzlement,12.425594,77.337648,IPC Section 416,R S BIRADAR (PI),"Near Main Market / Junction, Yadgir",0,1,0,0,1,4,1,1,2
Hassan,Hassan Rural PS,2025,8,14,Heinous,Pending Trial,Online,KIDNAPPING,Kidnapping of Children,14.821474,76.429615,IPC Section 397,R S BIRADAR (PI),"Near Main Market / Junction, Hassan",1,0,0,0,1,2,0,1,0
Hubballi Dharwad City,Hubballi Dharwad City Central PS,2024,8,1,Non Heinous,Compounded,Typed,ASSAULT,Assault on Public Servant,16.888085,77.069092,IPC Section 336,N.S.KUMAR (PSI),"Near Main Market / Junction, Hubballi Dharwad City",0,2,1,0,2,1,1,0,0
Bengaluru Rural,Bengaluru Rural Central PS,2022,4,27,Non Heinous,Dis/Acq,Oral,RIOTS,Political Riots,15.949763,74.425373,IPC Section 389,G.H.KUPPI (PSI),"Near Main Market / Junction, Bengaluru Rural",0,1,1,0,1,1,0,1,0
K.G.F,K.G.F Central PS,2021,6,3,Non Heinous,Pending Trial,Oral,CYBER CRIME,Identity Theft,17.52085,76.072494,IPC Section 442,G.H.KUPPI (PSI),"Near Main Market / Junction, K.G.F",3,0,0,0,3,1,0,1,0
Ramanagara,Ramanagara Cyber Crime PS,2022,10,2,Non Heinous,Pending Trial,Online,BURGLARY,House Breaking by Day,14.475962,77.435911,IPC Section 348,N.S.KUMAR (PSI),"Near Main Market / Junction, Ramanagara",2,0,0,0,2,2,2,2,0
Mysuru City,Mysuru City Rural PS,2021,10,1,Heinous,Traced,Oral,MURDER,Murder for Gain,14.356714,75.044337,IPC Section 336,K.V.RAMESH (PI),"Near Main Market / Junction, Mysuru City",2,0,0,0,2,4,2,2,0
Dharwad,Dharwad Central PS,2021,1,15,Non Heinous,UI,Written,CYBER CRIME,UPI Fraud,13.129716,75.728988,IPC Section 357,N.S.KUMAR (PSI),"Near Main Market / Junction, Dharwad",1,0,0,0,1,4,2,4,0
Dakshina Kannada,Dakshina Kannada Cyber Crime PS,2022,3,12,Non Heinous,UI,Typed,NARCOTICS,NDPS Possession,12.914316,77.374257,IPC Section 491,R S BIRADAR (PI),"Near Main Market / Junction, Dakshina Kannada",2,0,0,0,2,1,0,0,0
Yadgir,Yadgir Cyber Crime PS,2025,10,5,Non Heinous,Convicted,Online,CYBER CRIME,UPI Fraud,15.955632,78.046829,IPC Section 345,M.S.PATIL (PSI),"Near Main Market / Junction, Yadgir",0,2,1,0,2,2,2,2,1
Kalaburagi City,Kalaburagi City Rural PS,2023,5,16,Non Heinous,Pending Trial,Typed,NARCOTICS,Drug Peddling,16.269321,77.141927,IPC Section 333,N.S.KUMAR (PSI),"Near Main Market / Junction, Kalaburagi City",1,2,0,0,3,3,0,1,0
Ballari,Ballari Central PS,2021,1,28,Non Heinous,Dis/Acq,Online,NARCOTICS,NDPS Possession,18.154937,78.016431,IPC Section 497,S.B.DEVAR (PSI),"Near Main Market / Junction, Ballari",3,0,0,0,3,1,1,0,0
Bengaluru Rural,Bengaluru Rural Traffic PS,2023,1,27,Non Heinous,Pending Trial,Online,CYBER CRIME,Cyber Fraud,15.215622,75.016967,IPC Section 361,K.V.RAMESH (PI),"Near Main Market / Junction, Bengaluru Rural",0,3,0,0,3,4,1,4,0
Davanagere,Davanagere Traffic PS,2022,12,8,Non Heinous,UI,Online,FRAUD,Financial Scam,17.738179,76.957592,IPC Section 429,K.V.RAMESH (PI),"Near Main Market / Junction, Davanagere",1,2,1,0,3,4,3,3,0
Coastal Security Police,Coastal Security Police Traffic PS,2023,5,25,Non Heinous,Pending Trial,Online,FRAUD,Forgery,15.516311,77.357977,IPC Section 500,R S BIRADAR (PI),"Near Main Market / Junction, Coastal Security Police",2,0,0,0,2,3,1,3,0
Raichur,Raichur Traffic PS,2024,7,15,Heinous,Compounded,Written,MURDER,Murder for Gain,17.737052,74.630404,IPC Section 406,G.H.KUPPI (PSI),"Near Main Market / Junction, Raichur",1,0,0,0,1,4,3,4,0
Belagavi Dist,Belagavi Dist Rural PS,2023,7,25,Non Heinous,UI,Oral,NARCOTICS,Drug Peddling,17.60355,75.941792,IPC Section 398,R S BIRADAR (PI),"Near Main Market / Junction, Belagavi Dist",0,1,0,0,1,1,0,1,0
Belagavi City,Belagavi City Traffic PS,2024,8,17,Non Heinous,Pending Trial,Typed,RIOTS,Communal Riots,18.040994,77.131099,IPC Section 413,G.H.KUPPI (PSI),"Near Main Market / Junction, Belagavi City",2,0,0,0,2,1,0,1,0
Mysuru City,Mysuru City Central PS,2023,10,24,Non Heinous,Dis/Acq,Written,THEFT,Pickpocketing,12.811056,76.496726,IPC Section 465,G.H.KUPPI (PSI),"Near Main Market / Junction, Mysuru City",0,1,0,0,1,3,0,3,0
Yadgir,Yadgir Central PS,2021,11,6,Non Heinous,Convicted,Online,NARCOTICS,Drug Peddling,17.235185,77.876101,IPC Section 485,G.H.KUPPI (PSI),"Near Main Market / Junction, Yadgir",1,2,0,0,3,2,0,2,1
Ramanagara,Ramanagara Rural PS,2022,12,18,Non Heinous,Traced,Written,FRAUD,Cheating,14.295579,75.932926,IPC Section 434,A.K.NAIK (PI),"Near Main Market / Junction, Ramanagara",1,2,0,1,3,2,0,1,0
Udupi,Udupi Central PS,2021,6,28,Non Heinous,Traced,Online,RIOTS,Student Riots,15.141995,77.761835,IPC Section 488,K.V.RAMESH (PI),"Near Main Market / Junction, Udupi",2,0,0,0,2,4,1,1,0
Ballari,Ballari Cyber Crime PS,2022,3,18,Non Heinous,Compounded,Oral,BURGLARY,House Breaking by Night,17.11094,78.095444,IPC Section 302,N.S.KUMAR (PSI),"Near Main Market / Junction, Ballari",2,0,0,1,2,1,0,0,0
Bengaluru Rural,Bengaluru Rural Cyber Crime PS,2022,2,14,Non Heinous,UI,Online,NARCOTICS,Drug Peddling,12.806388,75.732204,IPC Section 468,N.S.KUMAR (PSI),"Near Main Market / Junction, Bengaluru Rural",2,0,0,1,2,3,3,2,0
Mangaluru City,Mangaluru City Cyber Crime PS,2023,11,3,Non Heinous,Convicted,Online,CYBER CRIME,Identity Theft,13.853531,74.964428,IPC Section 428,G.H.KUPPI (PSI),"Near Main Market / Junction, Mangaluru City",1,0,0,1,1,4,4,4,2
Koppal,Koppal Town PS,2023,5,18,Non Heinous,BoundOver,Written,FRAUD,Cheating,14.478639,75.659222,IPC Section 345,R S BIRADAR (PI),"Near Main Market / Junction, Koppal",0,3,0,0,3,3,3,1,0
Belagavi City,Belagavi City Central PS,2022,3,26,Non Heinous,Compounded,Oral,FRAUD,Forgery,17.223498,78.176111,IPC Section 417,R S BIRADAR (PI),"Near Main Market / Junction, Belagavi City",1,2,0,1,3,3,3,2,0
Bengaluru City,Bengaluru City Traffic PS,2022,9,23,Non Heinous,Traced,Online,BURGLARY,House Breaking by Night,17.687003,76.904945,IPC Section 327,G.H.KUPPI (PSI),"Near Main Market / Junction, Bengaluru City",0,1,0,0,1,4,0,1,0
Chickballapura,Chickballapura Central PS,2023,4,26,Non Heinous,Convicted,Typed,FRAUD,Embezzlement,12.090319,78.063984,IPC Section 403,K.V.RAMESH (PI),"Near Main Market / Junction, Chickballapura",0,2,0,0,2,3,2,3,1
Davanagere,Davanagere Cyber Crime PS,2022,8,25,Heinous,UI,Typed,MURDER,Murder due to Enmity,17.490556,74.327706,IPC Section 497,M.S.PATIL (PSI),"Near Main Market / Junction, Davanagere",2,0,0,1,2,2,2,2,0
Kodagu,Kodagu Cyber Crime PS,2025,7,26,Non Heinous,Pending Trial,Written,THEFT,Theft from House,15.009147,75.362504,IPC Section 336,N.S.KUMAR (PSI),"Near Main Market / Junction, Kodagu",2,1,0,0,3,2,2,0,0
Bengaluru Urban,Bengaluru Urban Cyber Crime PS,2022,4,4,Non Heinous,Convicted,Written,CYBER CRIME,Identity Theft,12.934677,75.138735,IPC Section 445,G.H.KUPPI (PSI),"Near Main Market / Junction, Bengaluru Urban",3,0,0,1,3,4,2,1,2
Belagavi Dist,Belagavi Dist Central PS,2024,8,20,Non Heinous,BoundOver,Written,ASSAULT,Grievous Hurt,12.474548,74.739399,IPC Section 374,M.S.PATIL (PSI),"Near Main Market / Junction, Belagavi Dist",2,0,0,1,2,4,0,4,0
Raichur,Raichur Rural PS,2023,7,17,Heinous,BoundOver,Written,MURDER,Murder for Gain,13.477554,75.181487,IPC Section 396,G.H.KUPPI (PSI),"Near Main Market / Junction, Raichur",0,2,0,0,2,1,0,1,0
Mandya,Mandya Central PS,2025,7,21,Non Heinous,Convicted,Typed,THEFT,Motor Vehicle Theft,12.947432,76.469013,IPC Section 341,S.B.DEVAR (PSI),"Near Main Market / Junction, Mandya",1,0,0,0,1,1,0,1,1
Belagavi Dist,Belagavi Dist Cyber Crime PS,2024,2,21,Heinous,Traced,Typed,MURDER,Murder due to Enmity,12.05951,76.554047,IPC Section 408,R S BIRADAR (PI),"Near Main Market / Junction, Belagavi Dist",1,0,0,1,1,4,2,4,0
Kalaburagi,Kalaburagi Cyber Crime PS,2023,11,8,Non Heinous,Pending Trial,Written,RIOTS,Group Clash,16.670072,74.828193,IPC Section 351,R S BIRADAR (PI),"Near Main Market / Junction, Kalaburagi",1,1,0,1,2,3,1,2,0
Bengaluru Rural,Bengaluru Rural Cyber Crime PS,2025,6,13,Non Heinous,Convicted,Typed,ASSAULT,Assault on Public Servant,14.995722,76.726064,IPC Section 324,N.S.KUMAR (PSI),"Near Main Market / Junction, Bengaluru Rural",1,1,1,0,2,3,1,0,2
Kalaburagi,Kalaburagi Central PS,2023,4,17,Heinous,Convicted,Oral,MURDER,Dowry Murder,18.015227,74.176092,IPC Section 377,M.S.PATIL (PSI),"Near Main Market / Junction, Kalaburagi",0,3,0,0,3,2,1,0,1
Ramanagara,Ramanagara Rural PS,2023,11,6,Non Heinous,UI,Written,FRAUD,Cheating,14.742588,75.238855,IPC Section 390,G.H.KUPPI (PSI),"Near Main Market / Junction, Ramanagara",0,1,1,0,1,4,3,1,0
Kalaburagi,Kalaburagi Rural PS,2025,5,6,Non Heinous,Dis/Acq,Typed,CYBER CRIME,UPI Fraud,16.466315,76.587099,IPC Section 495,A.K.NAIK (PI),"Near Main Market / Junction, Kalaburagi",0,3,0,0,3,2,1,1,0
Bagalkot,Bagalkot Cyber Crime PS,2024,5,16,Non Heinous,Convicted,Written,RIOTS,Communal Riots,15.118237,76.106202,IPC Section 393,M.S.PATIL (PSI),"Near Main Market / Junction, Bagalkot",3,0,0,1,3,3,1,0,2
Coastal Security Police,Coastal Security Police Central PS,2021,2,16,Non Heinous,UI,Typed,FRAUD,Cheating,13.941539,77.421935,IPC Section 314,N.S.KUMAR (PSI),"Near Main Market / Junction, Coastal Security Police",1,1,0,1,2,2,1,0,0
Davanagere,Davanagere Central PS,2025,4,7,Heinous,Transfered,Typed,POCSO,Child Abuse,15.517939,74.47524,IPC Section 348,S.B.DEVAR (PSI),"Near Main Market / Junction, Davanagere",1,0,0,0,1,4,4,1,0
Vijayapur,Vijayapur Rural PS,2024,11,2,Non Heinous,BoundOver,Written,RIOTS,Communal Riots,15.649369,76.526667,IPC Section 345,S.B.DEVAR (PSI),"Near Main Market / Junction, Vijayapur",0,2,0,0,2,4,4,0,0
Belagavi Dist,Belagavi Dist Rural PS,2024,6,17,Non Heinous,Convicted,Oral,THEFT,Theft from House,16.264116,76.835221,IPC Section 393,G.H.KUPPI (PSI),"Near Main Market / Junction, Belagavi Dist",2,1,0,1,3,2,0,1,1
Belagavi City,Belagavi City Rural PS,2023,10,10,Heinous,Pending Trial,Typed,POCSO,Child Abuse,13.236082,76.938642,IPC Section 460,R S BIRADAR (PI),"Near Main Market / Junction, Belagavi City",3,0,0,0,3,1,1,1,0
Chickballapura,Chickballapura Traffic PS,2023,11,11,Non Heinous,Dis/Acq,Written,NARCOTICS,Drug Peddling,17.114335,75.311112,IPC Section 491,N.S.KUMAR (PSI),"Near Main Market / Junction, Chickballapura",1,0,0,0,1,2,2,1,0
Kalaburagi City,Kalaburagi City Rural PS,2024,2,7,Non Heinous,UI,Typed,BURGLARY,House Breaking by Day,12.952832,75.600808,IPC Section 340,N.S.KUMAR (PSI),"Near Main Market / Junction, Kalaburagi City",3,0,0,0,3,3,3,3,0
Chitradurga,Chitradurga Traffic PS,2025,1,13,Heinous,Traced,Oral,KIDNAPPING,Kidnapping of Children,16.830184,74.830565,IPC Section 376,K.V.RAMESH (PI),"Near Main Market / Junction, Chitradurga",0,1,0,0,1,3,2,0,0
Bidar,Bidar Rural PS,2024,5,1,Non Heinous,BoundOver,Typed,NARCOTICS,Ganja Seizure,17.779778,74.769104,IPC Section 309,K.V.RAMESH (PI),"Near Main Market / Junction, Bidar",1,1,0,0,2,3,3,2,0
Bengaluru City,Bengaluru City Rural PS,2022,2,21,Non Heinous,UI,Oral,RIOTS,Political Riots,11.808958,77.662802,IPC Section 450,N.S.KUMAR (PSI),"Near Main Market / Junction, Bengaluru City",1,0,0,1,1,3,1,3,0
Vijayanagara,Vijayanagara Town PS,2025,7,14,Heinous,Traced,Online,MURDER,Attempt to Murder,12.739473,75.025509,IPC Section 430,A.K.NAIK (PI),"Near Main Market / Junction, Vijayanagara",1,2,0,0,3,4,1,2,0
Chickballapura,Chickballapura Town PS,2025,2,16,Non Heinous,Dis/Acq,Online,NARCOTICS,Drug Peddling,16.259357,75.804291,IPC Section 426,S.B.DEVAR (PSI),"Near Main Market / Junction, Chickballapura",1,1,0,1,2,3,3,0,0
Coastal Security Police,Coastal Security Police Cyber Crime PS,2025,1,28,Non Heinous,Pending Trial,Oral,THEFT,Chain Snatching,13.869414,76.68119,IPC Section 424,N.S.KUMAR (PSI),"Near Main Market / Junction, Coastal Security Police",0,2,0,0,2,1,1,0,0
Mangaluru City,Mangaluru City Rural PS,2024,3,28,Non Heinous,Traced,Oral,NARCOTICS,Drug Peddling,16.940493,77.431862,IPC Section 341,N.S.KUMAR (PSI),"Near Main Market / Junction, Mangaluru City",1,0,0,0,1,2,2,0,0
K.G.F,K.G.F Central PS,2022,2,13,Non Heinous,Convicted,Online,BURGLARY,House Breaking by Night,17.64041,78.475308,IPC Section 378,N.S.KUMAR (PSI),"Near Main Market / Junction, K.G.F",1,0,0,0,1,2,2,0,2
Kalaburagi,Kalaburagi Traffic PS,2021,3,22,Heinous,UI,Online,MURDER,Attempt to Murder,14.557107,74.746085,IPC Section 419,K.V.RAMESH (PI),"Near Main Market / Junction, Kalaburagi",1,2,0,1,3,1,1,0,0
Vijayapur,Vijayapur Town PS,2021,7,3,Non Heinous,UI,Oral,ASSAULT,Assault on Women,12.220123,77.455216,IPC Section 300,G.H.KUPPI (PSI),"Near Main Market / Junction, Vijayapur",0,1,0,0,1,3,3,2,0
Chikkamagaluru,Chikkamagaluru Cyber Crime PS,2022,9,28,Heinous,Convicted,Online,POCSO,POCSO Assault,15.810318,74.193659,IPC Section 393,M.S.PATIL (PSI),"Near Main Market / Junction, Chikkamagaluru",1,2,0,0,3,3,2,2,2
Uttara Kannada,Uttara Kannada Traffic PS,2024,6,8,Non Heinous,Traced,Written,FRAUD,Financial Scam,14.516928,75.28086,IPC Section 396,K.V.RAMESH (PI),"Near Main Market / Junction, Uttara Kannada",0,1,1,0,1,3,2,3,0
